RCPT,RCRK
IMP1,VTP1,IMP2,VTP2,IMP3,BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,RCCB,PLCB,PRCB,PLFB,PRFB,PKAC,RPAC,PACC,PMPC,PPRC,RCHD,RPHD,PUND,PSPD,PGHE,PPOE,PBRE,PEYE,TRAF,PPBF,PSTG,PBSH,PLSH,PRSH,RATH,PCTH,PLTH,PRTH,RIWH,PAGI,PRSI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,RCRK,PTRK,PBTK,PTAL,PIBL,PLEL,PREL,PLKL,PSPL,PLSL,RCCM,PHLM,PHAN,PTEN,PLKN,PRKN,PLSO,RPGP,PTHP,PJMP,PTYP,PCAR,PSAR,PTAR,RICR,PJER,PLKR,RCPR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PRAS,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,STAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,RCOV,PESV,PBFW,PLHW,PLTW,
4,0,8,0,6,6,10,7,0,10,6,3,3,40,Derek,Smith,8,10,10,81,0,0,0,3,3,3,0,0,40,0,91,0,64,10009,0,0,86,214,44,0,0,60,40,0,53,3,3,0,63,1,1,0,86,1746,82,0,55,40,43,0,0,5,597,33,40,0,25,0,12,0,0,0,0,2,0,0,1,1,0,12,40,83,0,57,34,0,0,1,0,33,40,0,0,58,44,68,49,0,0,0,40,42,0,1,61,2,16,74,71,0,39,6,51,29,0,73,0,16,57,8,55,10,10,0,65,83,79,52,32,45,36,66,37,42,0,1,
8,0,0,0,11,10,5,10,0,10,9,3,3,40,Keith,Holmes,5,10,10,76,0,2,2,3,2,2,0,0,40,0,84,0,70,4415,1,0,73,181,40,0,0,59,17,0,74,4,4,0,42,2,2,0,65,1745,81,0,72,68,67,8,0,16,598,20,40,0,63,0,0,0,5,0,0,2,0,0,2,2,0,8,40,64,0,41,20,0,0,1,0,72,40,5,0,60,67,68,47,2,2,0,16,36,2,0,56,3,10,66,41,21,17,21,38,15,20,75,17,111,79,0,40,20,16,0,27,53,57,69,15,75,18,68,26,36,0,0,
12,0,8,0,10,8,10,5,0,10,7,3,3,40,Tommy,Thomas,7,8,7,77,0,0,0,3,2,2,0,0,46,0,78,0,59,1112,0,0,79,135,52,0,0,56,34,0,68,3,3,0,65,1,1,0,72,1730,87,0,70,40,40,0,0,16,599,44,40,0,44,10,10,0,0,0,0,0,0,2,1,1,0,14,40,82,0,45,44,0,0,1,0,13,40,0,0,51,69,62,44,0,0,0,35,20,4,0,46,1,18,80,71,0,4,6,53,30,0,73,0,30,73,0,51,0,1,0,57,55,64,57,35,55,20,66,37,21,0,0,
10,0,8,0,12,10,10,4,0,10,6,3,3,40,Stephen,Wilson,8,6,10,79,0,0,0,3,1,1,0,0,49,0,90,0,64,256,1,0,88,210,54,0,1,49,38,0,44,3,3,0,65,1,1,0,84,1725,78,0,52,40,40,0,0,36,600,37,40,0,20,9,9,0,0,12,0,3,0,0,1,1,0,12,40,77,0,49,31,0,0,0,0,34,40,0,12,52,44,62,47,0,0,0,38,40,0,1,51,2,16,68,64,5,1,10,50,29,26,70,10,33,63,8,50,10,10,0,55,74,70,50,20,51,39,64,26,40,0,0,
4,0,12,0,10,10,10,0,0,3,9,0,0,40,A.J.,Hartman,6,10,7,67,0,0,0,3,0,0,0,0,40,0,82,0,35,8843,0,0,56,176,54,0,0,35,73,0,40,4,4,0,40,2,2,0,59,1690,83,0,46,74,73,0,0,24,601,38,40,0,72,9,9,1,0,0,0,0,0,1,2,2,0,6,40,42,0,40,38,0,0,1,1,29,40,0,0,35,76,64,58,0,0,0,73,73,2,0,16,5,8,37,29,24,34,15,19,20,20,75,15,115,53,0,40,21,14,0,51,31,27,31,49,31,46,66,36,73,0,0,
4,0,10,0,2,10,5,10,0,10,9,3,3,40,Anthony,Kaplan,5,10,10,74,0,0,0,3,0,0,0,0,40,0,77,0,70,11781,0,0,76,27,40,0,0,37,18,0,75,4,4,0,44,2,2,0,53,1629,82,0,74,63,68,0,0,14,602,28,40,0,67,7,7,0,0,0,0,3,0,1,1,1,0,8,40,71,0,40,17,0,0,1,0,73,40,0,0,33,77,70,42,11,11,0,17,29,1,1,38,2,10,72,41,21,46,21,34,15,20,72,17,108,73,0,49,20,16,0,20,54,58,77,24,77,29,68,29,29,0,0,
10,0,12,0,8,6,10,7,0,10,6,3,3,40,Alex,Holland,5,10,10,73,0,0,0,3,2,2,0,0,40,0,76,0,37,10835,0,0,86,160,40,0,0,63,37,0,47,3,3,0,71,1,1,0,75,1568,79,0,40,40,40,0,0,9,603,53,60,0,26,0,0,0,0,1,0,3,0,1,1,1,0,3,40,84,0,93,59,0,0,0,0,100,40,0,3,68,46,65,53,0,0,0,36,25,4,0,60,1,3,41,50,0,42,6,62,29,0,78,0,55,45,5,71,10,10,0,56,36,42,38,72,36,57,65,56,26,0,0,
8,0,10,0,11,10,2,6,0,4,7,0,0,72,Josh,Hunter,7,10,6,88,0,0,0,3,3,3,0,0,40,0,90,0,88,3171,0,0,84,44,40,0,0,59,40,0,39,3,3,1,61,2,2,0,78,1502,89,1,75,40,40,0,0,38,604,70,70,0,43,7,7,0,0,10,0,0,0,0,1,1,0,18,81,75,0,64,69,0,0,0,0,56,40,0,10,59,65,66,55,7,7,0,39,40,4,0,51,3,13,85,73,5,12,20,60,0,5,78,0,58,45,10,70,10,5,0,67,85,79,30,87,34,80,65,70,39,0,0,
10,0,2,0,12,10,5,10,0,10,9,15,15,40,Andre,Jenkins,5,10,10,65,0,0,0,3,0,0,0,0,40,0,85,0,36,1130,1,0,50,229,40,0,0,39,72,0,48,4,4,0,40,2,2,0,53,1494,80,0,40,72,77,3,0,22,605,37,40,0,65,11,11,1,0,0,0,2,0,0,2,2,0,7,40,42,0,40,14,0,0,1,1,18,40,0,0,38,78,66,48,1,1,0,72,77,1,0,28,3,7,41,26,21,4,21,20,15,20,76,17,148,36,0,41,20,16,0,22,40,31,37,20,37,20,69,16,78,0,0,
8,0,10,0,4,0,5,7,0,4,1,3,3,40,Jake,Wagner,1,7,4,75,0,3,3,3,2,2,0,0,40,0,81,0,58,6687,0,0,82,78,63,0,1,47,50,0,71,3,3,0,58,1,1,0,64,1473,84,0,70,50,54,1,0,18,606,16,40,0,31,0,0,0,5,10,0,0,0,1,1,1,0,11,40,60,0,55,19,0,0,0,0,29,40,5,10,46,77,61,44,0,0,0,50,53,4,0,49,3,14,67,51,15,26,23,40,7,5,73,12,72,64,0,56,15,13,0,26,60,67,51,20,51,33,63,24,54,0,0,
13,0,1,0,5,10,10,0,0,3,9,3,3,40,Troy,White,6,10,7,72,0,1,1,3,0,0,0,0,40,0,88,0,74,3167,0,0,61,43,46,0,0,44,15,0,75,4,4,0,40,2,2,0,51,1460,77,0,71,68,63,3,0,23,607,24,40,0,67,0,0,0,0,0,0,2,0,1,2,2,0,8,40,41,0,40,26,0,0,1,0,74,40,0,0,45,65,66,40,11,11,0,14,32,2,0,32,3,10,76,45,24,12,15,41,20,20,76,15,75,78,0,40,21,14,0,23,52,52,76,38,77,39,67,35,31,0,0,
10,0,8,0,11,10,2,6,0,4,7,3,3,40,Will,McDaniel,7,10,6,76,0,0,0,3,3,3,0,0,40,0,87,0,69,4411,0,0,74,128,60,0,0,47,44,0,64,4,4,0,61,2,2,0,67,1459,82,0,64,45,47,0,0,36,608,26,40,0,29,0,0,0,5,0,0,3,0,0,2,2,0,10,40,54,0,45,20,0,0,0,0,36,40,5,0,54,69,61,41,0,0,0,45,47,2,0,51,1,15,67,66,5,17,20,46,0,5,76,0,71,72,10,55,10,5,0,21,70,72,63,14,51,28,65,28,48,0,0,
10,0,8,0,12,10,10,0,0,3,9,3,3,40,Marvin,Wright,6,10,7,74,0,0,0,3,2,2,0,0,40,0,80,0,68,10791,0,0,75,209,49,0,0,17,18,0,79,3,3,0,43,2,2,0,52,1443,78,0,79,66,66,8,0,35,609,35,40,0,67,9,15,0,0,0,0,3,0,1,1,1,0,8,40,61,0,49,29,0,0,1,0,75,40,0,0,18,70,68,40,0,0,0,18,33,3,0,17,3,10,69,40,24,42,15,17,20,20,73,15,79,69,0,40,21,14,0,24,55,48,68,32,73,24,67,39,34,0,0,
8,0,10,0,12,6,10,7,0,10,6,3,3,40,Rudy,Fletcher,10,10,10,81,0,0,0,3,2,2,0,0,40,0,91,0,54,10878,0,0,85,131,40,0,0,57,36,0,63,3,3,0,68,1,1,0,82,1436,83,0,72,40,40,0,0,5,610,18,40,0,32,0,0,0,0,1,0,2,0,1,1,1,0,13,40,70,0,52,18,0,0,0,0,18,40,0,1,56,70,65,48,10,10,0,35,17,3,1,59,1,17,74,78,0,42,6,54,29,0,74,0,22,77,5,51,10,10,0,64,62,60,59,22,56,32,69,27,17,0,0,
4,0,11,0,10,8,10,5,0,10,7,3,3,40,Justin,Johnson,7,8,7,84,0,0,0,3,2,2,0,0,40,0,75,0,47,3330,0,0,88,161,58,0,0,60,31,0,45,3,3,0,56,1,1,0,79,1409,86,0,50,40,40,0,0,5,611,40,50,0,23,0,0,0,0,4,0,0,0,0,1,1,0,3,40,78,0,82,49,0,0,0,0,101,40,0,4,88,44,62,53,0,0,0,30,35,1,0,62,1,3,39,48,0,13,6,59,30,0,74,0,34,46,0,61,0,1,0,75,44,46,35,64,37,52,61,64,35,0,0,
2,0,12,0,10,6,10,7,0,10,6,3,3,40,Jonathan,Ross,5,10,10,77,0,1,1,3,3,3,1,1,40,0,79,0,35,1151,0,0,84,201,71,0,1,60,20,0,20,3,3,0,60,1,1,0,80,1399,79,1,41,40,40,0,0,16,612,43,68,0,19,0,0,0,0,12,0,2,0,1,1,1,0,3,40,80,0,92,46,0,0,0,0,102,40,0,12,65,40,61,49,0,0,0,20,34,6,0,60,1,3,27,42,0,4,6,51,29,0,74,0,40,34,5,70,10,10,0,76,24,23,35,43,32,71,59,65,33,0,0,
7,0,10,0,12,6,10,7,0,10,6,3,3,40,Brandon,Johnson,5,10,10,78,0,0,0,3,3,3,0,0,40,0,81,0,49,8756,0,0,88,167,40,0,0,57,22,0,52,3,3,0,72,1,1,0,84,1397,83,0,44,40,40,0,0,16,613,51,55,0,27,0,0,0,5,12,0,0,0,2,1,1,0,3,40,77,0,85,48,0,0,0,0,103,40,5,12,72,40,68,54,10,10,0,22,21,3,1,64,1,3,49,54,0,34,6,59,29,0,75,0,58,50,5,67,10,10,0,72,45,51,48,52,42,47,65,53,22,0,0,
12,0,10,0,2,8,10,5,0,10,7,3,3,40,Terrance,Graham,7,8,7,78,0,0,0,3,2,2,0,0,40,0,80,0,35,11806,1,0,86,164,44,0,0,55,22,0,37,3,3,0,71,1,1,0,83,1390,83,0,42,40,40,0,0,1,614,51,68,0,23,0,12,0,0,0,0,2,0,2,1,1,0,3,40,74,0,83,45,0,0,1,0,104,40,0,0,69,42,67,55,2,6,0,21,25,4,0,65,1,3,35,44,0,46,6,55,30,0,75,0,38,36,0,72,0,1,0,74,32,30,31,42,31,62,64,59,24,0,0,
8,0,10,0,3,0,5,7,0,4,1,3,3,40,Collin,Darby,1,7,4,78,0,0,0,3,0,0,0,0,40,0,80,0,37,2387,0,0,74,144,58,0,0,73,70,0,48,4,4,0,67,2,2,0,52,1370,78,0,71,69,62,0,0,38,615,75,61,0,56,15,15,0,0,0,0,0,0,1,1,1,0,4,40,65,0,53,65,0,0,1,0,30,40,0,0,68,60,60,54,11,11,0,69,61,4,0,65,1,4,35,41,15,9,23,63,7,5,76,12,106,48,0,68,15,13,0,71,33,31,22,66,24,64,64,62,61,0,0,
7,0,12,0,10,10,10,0,0,3,9,3,3,40,Brandon,Rodriguez,6,10,7,66,0,3,3,3,0,0,0,0,40,0,87,0,65,1101,0,0,64,133,71,0,0,52,24,0,68,3,3,0,40,1,1,0,66,1359,78,0,62,64,65,0,0,16,616,34,40,0,63,0,0,0,0,0,0,2,0,0,1,1,0,8,40,46,0,40,20,0,0,1,0,76,40,0,0,52,65,61,45,0,0,0,24,20,6,0,50,1,10,73,43,24,4,15,49,20,20,75,15,76,72,0,46,21,14,0,20,56,56,75,33,68,26,61,23,20,0,0,
12,0,7,0,10,10,2,6,0,4,7,3,3,40,Tyrone,Boyd,7,10,6,77,0,0,0,3,2,2,0,0,40,0,78,0,75,1046,0,0,80,44,40,0,0,49,40,0,69,3,3,0,58,1,1,0,61,1344,79,1,80,40,40,0,0,16,617,36,40,0,30,0,0,0,0,12,0,2,0,2,1,1,0,10,40,75,0,45,32,0,0,0,0,37,40,0,12,40,85,69,43,7,7,0,40,40,5,0,53,2,13,66,65,5,4,20,42,0,5,75,0,67,68,10,49,10,5,0,18,68,57,59,32,59,26,69,24,40,0,0,
5,0,8,0,4,6,10,7,0,10,6,3,3,40,Jeremy,Silva,8,10,10,89,0,0,0,3,3,3,0,0,40,0,89,0,77,1116,0,0,90,7,40,0,0,56,40,0,27,3,3,0,66,1,1,0,86,1340,79,1,59,40,40,0,0,9,618,24,48,0,34,9,9,0,5,0,0,3,0,0,1,1,0,12,40,82,0,47,27,0,0,1,0,35,44,5,0,73,43,72,49,11,11,0,39,39,6,0,57,2,16,80,76,0,4,6,58,29,0,72,0,24,56,8,40,10,10,0,61,82,82,49,38,40,31,68,55,40,0,0,
12,0,4,0,2,10,10,0,0,3,9,0,0,40,John,Washington,6,10,7,76,0,1,1,3,0,0,0,0,40,0,69,0,63,10856,0,0,74,46,46,0,0,47,22,0,71,3,3,0,47,2,2,0,53,1313,81,0,66,64,67,0,0,35,619,28,40,0,67,0,0,0,5,0,0,3,0,1,1,1,0,8,40,67,0,42,14,0,0,1,0,77,40,5,0,48,67,61,44,0,0,0,23,28,5,0,47,1,10,75,40,24,42,15,45,20,20,73,15,60,68,0,40,21,14,0,18,57,53,71,36,77,20,65,24,28,0,0,
10,0,4,0,12,4,2,8,0,0,3,0,0,40,Jason,Williams,4,3,2,78,0,0,0,3,0,0,0,0,40,0,77,0,58,10887,1,0,72,162,42,0,0,46,24,0,71,4,4,0,40,2,2,0,65,1287,82,0,65,67,65,0,0,22,620,23,40,0,63,0,0,0,0,12,0,0,0,0,2,2,0,8,40,65,0,40,19,0,0,0,0,78,40,0,12,48,70,62,43,0,0,0,24,17,2,0,44,5,10,62,40,21,42,21,42,8,20,79,16,82,74,0,43,10,16,0,35,54,53,75,23,68,24,66,22,17,0,0,
8,0,10,0,12,4,2,8,0,0,3,13,13,40,Steve,Baker,4,3,2,68,0,0,0,3,0,0,0,0,40,0,90,0,36,4104,0,0,50,21,76,0,0,35,72,0,38,4,4,0,40,2,2,0,62,1283,72,0,40,73,68,0,0,23,621,23,40,0,69,0,0,1,0,1,0,2,0,2,2,2,0,6,40,40,0,40,20,0,0,1,1,30,40,0,1,32,74,60,64,1,1,0,73,69,3,0,19,5,8,34,20,21,16,21,20,8,20,75,16,118,54,0,40,10,16,0,40,20,19,22,21,29,41,61,33,69,0,0,
4,0,12,0,10,6,10,7,0,10,6,3,3,40,Michael,Kendrick,8,10,10,86,0,0,0,3,3,3,0,0,40,0,88,0,72,8711,0,0,91,137,40,0,0,66,39,0,41,3,3,0,63,1,1,0,87,1272,81,0,60,40,45,0,0,16,622,30,53,0,34,10,10,0,0,12,0,0,0,0,1,1,0,12,40,83,0,55,20,0,0,0,0,36,40,0,12,67,40,69,54,0,0,0,39,45,4,1,64,3,16,70,80,0,34,6,55,29,0,74,0,31,66,8,54,10,10,0,62,76,77,50,26,52,56,68,17,45,0,1,
4,0,6,0,12,4,2,8,0,0,3,0,0,40,Marcus,Stevenson,4,3,2,71,0,0,0,3,1,1,0,0,40,0,86,0,64,1106,1,0,71,2,40,0,0,44,31,0,76,3,3,0,41,1,1,0,65,1248,83,0,71,64,63,0,0,16,623,39,40,0,66,9,9,0,0,0,0,0,0,0,1,1,0,8,40,71,0,40,29,0,0,0,0,79,40,0,0,44,74,69,43,0,0,0,32,28,6,0,43,1,10,69,40,21,4,21,39,8,20,79,16,82,71,0,48,10,16,0,23,53,55,74,35,76,18,68,22,28,0,0,
12,0,7,0,4,4,2,8,0,0,3,3,3,40,Joey,Carpenter,4,3,2,74,0,0,0,3,1,1,2,2,40,0,65,0,69,10026,0,0,51,231,41,0,1,39,23,0,75,4,4,0,40,2,2,0,53,1242,83,0,76,68,66,0,0,23,624,34,40,0,65,0,0,0,0,7,0,2,0,2,2,2,0,9,40,48,0,40,24,0,0,0,0,45,40,0,7,36,82,69,52,10,10,0,23,16,2,0,23,5,12,72,41,21,39,21,36,8,20,73,16,104,68,0,41,10,16,0,33,51,51,70,36,74,38,68,37,15,0,1,
10,0,12,0,13,8,10,5,0,10,7,3,3,59,Dallas,Glover,7,8,7,77,0,0,0,3,3,3,0,0,40,0,83,0,34,6426,0,0,86,169,53,0,0,63,58,0,43,3,3,0,48,2,2,0,83,1232,77,0,52,58,59,0,0,16,625,58,65,0,55,14,14,0,0,0,0,2,0,2,1,1,0,1,59,75,0,59,66,0,0,1,0,53,40,0,0,74,51,63,52,0,0,0,57,60,3,0,66,2,1,33,57,0,25,6,60,30,0,71,0,28,66,0,71,0,1,0,75,35,33,32,68,30,62,63,73,59,0,0,
0,0,10,0,12,10,10,0,0,3,9,15,15,40,Nathan,Henry,6,10,7,75,0,0,0,3,0,0,2,2,40,0,78,0,67,2353,0,0,69,3,46,0,0,39,31,0,73,3,3,0,46,2,2,0,67,1224,79,0,70,63,67,0,0,35,626,18,40,0,66,0,0,0,5,0,0,3,0,1,2,2,0,8,40,63,0,40,17,0,0,0,0,80,40,5,0,39,76,68,48,0,0,0,30,27,4,0,31,1,11,70,40,24,9,15,34,20,20,74,15,79,77,0,47,21,14,0,33,53,58,66,25,78,25,67,28,27,0,0,
12,0,8,0,4,8,10,5,0,10,7,0,0,40,Jesse,Williams,7,8,7,77,0,0,0,3,1,1,0,0,40,0,77,0,62,11588,1,0,87,132,47,0,0,58,25,0,48,3,3,0,74,1,1,0,66,1219,82,1,53,40,40,0,0,0,627,46,47,0,19,0,0,0,0,0,0,2,0,0,1,1,0,3,40,76,0,86,41,0,0,1,0,105,40,0,0,77,52,65,53,0,0,0,26,23,1,0,60,3,3,56,56,0,45,6,60,30,0,77,0,30,43,0,66,0,1,0,75,62,60,39,49,29,57,64,62,23,0,0,
6,0,12,0,8,10,5,10,0,10,9,13,13,40,Brian,Rowe,5,10,10,65,0,0,0,3,0,0,0,0,40,0,71,0,37,9017,0,0,51,118,64,0,0,39,66,0,16,4,4,0,45,2,2,0,60,1200,84,0,40,66,68,0,0,3,628,20,40,0,63,10,10,1,5,0,0,0,0,1,2,2,0,6,40,48,0,40,19,0,0,0,1,31,40,5,0,31,77,55,55,1,8,0,66,68,5,0,25,5,8,35,20,21,35,21,14,15,20,74,17,114,59,0,40,20,16,0,18,19,20,22,20,30,47,64,32,68,0,1,
2,0,10,0,11,8,10,5,0,10,7,3,3,40,Brad,Wallace,7,8,7,82,0,0,0,3,0,0,2,2,40,0,83,0,59,9516,0,0,85,244,40,0,0,56,40,0,35,3,3,0,55,1,1,0,83,1172,84,0,57,40,40,0,0,1,629,34,40,0,33,0,0,0,0,8,0,0,0,2,1,1,0,12,40,83,0,47,29,0,0,0,0,37,40,0,9,58,57,67,56,0,0,0,39,38,4,0,48,2,16,72,76,0,37,6,66,30,0,74,0,20,66,7,52,0,1,0,64,81,81,53,40,54,25,68,53,38,0,0,
10,0,8,0,2,0,5,7,0,4,1,3,3,42,Jonathan,Evans,1,7,4,69,0,0,0,3,2,2,0,0,40,0,84,0,56,52,0,0,77,164,55,0,0,47,39,0,64,4,4,0,55,2,2,0,63,1120,80,0,58,40,40,3,0,5,630,23,40,0,41,7,7,0,0,10,0,0,0,0,2,2,0,11,43,46,0,40,20,0,0,0,0,30,40,0,10,49,74,56,45,1,1,0,40,41,6,0,41,1,14,74,60,15,0,23,40,7,5,76,12,75,65,0,57,15,13,0,27,70,73,68,20,68,24,64,24,40,0,0,
5,0,12,0,8,6,10,7,0,10,6,3,3,40,Darrius,Arnold,8,10,10,81,0,0,0,3,0,0,0,0,41,0,88,0,64,4113,0,0,90,206,46,0,0,57,43,0,37,3,3,0,62,1,1,0,84,1045,85,0,51,44,44,0,0,32,631,25,40,0,20,0,0,0,5,12,0,3,0,1,1,1,0,12,40,74,0,43,29,0,0,0,0,38,40,5,12,58,44,67,56,7,7,0,44,43,5,0,56,3,16,79,77,0,16,6,51,29,0,73,0,28,74,8,51,10,10,0,41,74,76,53,39,53,41,67,23,44,0,0,
10,0,2,0,7,10,5,10,0,10,9,13,13,40,Leroy,Flowers,5,10,10,62,0,1,1,3,0,0,0,0,40,0,87,0,41,13,0,0,61,178,40,0,0,35,73,0,44,4,4,0,40,2,2,0,59,1032,84,0,45,73,72,8,0,23,632,40,41,0,67,17,17,1,5,0,0,0,0,1,2,2,0,6,40,40,0,40,39,0,0,0,1,32,40,5,0,36,72,62,62,11,11,0,73,72,5,0,23,5,8,44,32,21,0,21,20,15,20,74,17,168,55,0,40,20,16,0,50,32,29,39,55,41,15,69,39,72,0,0,
0,0,12,0,10,8,10,5,0,10,7,3,3,40,Dan,Tyler,7,8,7,79,0,2,2,3,3,3,0,0,40,0,81,0,56,6924,0,0,77,202,60,0,0,45,45,0,63,3,3,0,72,1,1,0,80,1023,80,1,75,44,40,0,0,1,633,19,40,0,19,0,0,0,5,0,0,2,0,1,1,1,0,14,40,86,0,50,49,0,0,1,0,14,47,5,0,50,64,62,49,16,16,0,44,22,3,0,56,1,18,62,63,0,27,6,51,30,0,73,0,34,64,0,56,0,1,0,61,56,68,51,43,55,16,66,46,23,0,0,
8,0,10,0,12,6,10,7,0,10,6,3,3,40,Jonathan,West,5,10,10,75,0,0,0,3,1,1,0,0,40,0,79,0,43,6668,0,0,87,110,54,0,0,60,14,0,44,3,3,0,61,1,1,0,78,994,79,1,48,40,40,0,0,16,634,39,54,0,18,10,10,0,5,10,0,2,0,1,1,1,0,3,40,74,0,93,48,0,0,0,0,106,40,5,10,64,40,60,47,2,2,0,15,37,3,1,59,1,3,42,47,0,26,6,56,29,0,72,0,27,43,5,69,10,10,0,70,43,40,35,47,35,53,63,45,37,0,0,
10,0,2,0,3,10,10,4,0,10,6,3,3,40,Cory,Gardner,8,6,10,80,0,1,1,3,1,1,3,3,40,0,84,0,36,10869,0,0,85,167,53,0,0,59,34,0,28,3,3,0,67,1,1,0,82,985,81,1,41,40,40,0,0,1,635,45,56,0,23,0,0,0,0,0,0,0,0,1,1,1,0,3,40,81,0,94,48,0,0,1,0,107,40,0,0,71,43,66,51,0,0,0,33,28,0,0,68,2,3,28,43,5,42,10,72,29,26,70,10,23,43,0,76,10,10,0,69,25,25,36,56,33,50,62,53,28,0,0,
12,0,2,0,8,10,10,0,0,3,9,20,20,40,Todd,Gray,6,10,7,63,0,0,0,3,0,0,0,0,40,0,90,0,42,10815,0,0,64,228,44,0,0,36,79,0,82,4,4,0,40,2,2,0,66,969,82,0,40,79,76,0,0,3,636,23,40,0,81,14,14,0,0,0,0,0,0,2,2,2,0,6,40,42,0,40,20,0,0,0,0,33,40,0,0,33,78,71,63,0,0,0,79,76,5,0,27,5,8,34,21,24,42,15,14,20,20,78,15,142,74,0,40,21,14,0,37,20,19,29,20,84,46,68,33,76,0,1,
10,0,0,0,2,6,10,7,0,10,6,3,3,40,Rasheed,Coles,8,10,10,78,0,0,0,3,2,2,1,1,40,0,87,0,72,1045,1,0,89,67,41,0,0,61,38,0,38,3,3,0,63,1,1,0,78,884,88,1,50,40,45,0,0,16,637,18,40,0,31,0,0,0,5,0,0,2,0,2,1,1,0,12,40,86,0,56,35,0,0,1,0,39,40,5,0,61,50,68,57,0,0,0,38,46,3,0,59,2,16,71,71,0,4,6,53,29,0,71,0,18,66,8,55,10,10,0,65,77,81,51,31,52,18,68,27,46,0,0,
12,0,4,0,2,5,10,7,0,10,6,0,0,63,Rashad,Harrison,5,10,10,76,0,1,1,3,0,0,0,0,40,0,81,0,36,8472,1,0,78,10,46,0,0,53,39,0,41,3,3,0,54,2,2,0,74,877,81,0,40,40,40,0,1,1,638,53,69,0,21,0,0,0,5,0,0,2,0,2,2,2,0,0,71,67,0,56,46,0,0,1,0,28,40,5,0,55,52,56,57,7,1,0,40,39,0,0,48,1,0,36,34,4,33,6,48,29,0,76,0,39,31,5,53,10,10,0,63,17,15,23,71,24,64,67,64,39,0,1,
10,0,2,0,12,6,10,7,0,10,6,3,3,40,Carnell,Coleman,5,10,10,80,0,0,0,3,1,1,0,0,40,0,83,0,35,1240,0,0,84,210,40,0,0,58,37,0,37,3,3,0,62,2,2,0,80,848,81,0,44,40,40,0,0,5,639,55,64,0,42,13,13,0,0,4,0,2,0,2,1,1,0,1,40,75,0,62,66,0,0,1,0,54,40,0,4,65,56,64,54,0,0,0,37,37,4,0,71,1,1,34,43,0,4,6,60,29,0,73,0,46,37,5,67,10,10,0,70,33,34,31,74,31,75,65,77,36,0,0,
2,0,12,0,4,8,10,5,0,10,7,3,3,40,David,Carter,7,8,7,80,0,3,3,3,0,0,0,0,40,0,81,0,35,10817,0,0,74,161,56,0,0,72,30,0,39,3,3,0,68,1,1,0,71,832,81,1,40,40,40,0,0,0,640,54,63,0,32,0,0,0,0,0,0,2,0,0,1,1,0,3,40,74,0,91,53,0,0,1,0,108,40,0,0,77,50,63,60,0,0,0,30,19,5,0,72,1,3,36,43,0,42,6,66,30,0,73,0,34,35,0,60,0,1,0,70,33,30,31,53,31,50,62,62,19,0,0,
2,0,12,0,5,0,5,7,0,4,1,3,3,40,Chester,Washington,1,7,4,77,0,1,1,3,1,1,0,0,40,0,89,0,66,4894,0,0,83,42,50,0,0,60,54,0,70,4,4,0,59,2,2,0,71,736,84,1,70,54,55,0,0,15,641,31,40,0,53,0,0,0,0,10,0,0,0,0,1,1,0,11,40,68,0,49,32,0,0,0,0,31,40,0,10,47,70,64,45,0,0,0,54,56,5,0,55,1,14,72,61,15,19,23,65,7,5,72,12,81,61,0,56,15,13,0,35,64,62,67,24,67,17,65,37,56,0,0,
4,0,10,0,12,10,5,10,0,10,9,13,13,40,Grant,Price,5,10,10,69,0,0,0,3,0,0,0,0,40,0,82,0,42,12812,0,0,56,86,40,0,0,43,83,0,50,4,4,0,45,2,2,0,60,695,82,0,40,83,76,0,0,24,642,37,40,0,75,15,15,1,0,0,0,2,0,2,2,2,0,5,40,40,0,40,38,0,0,0,1,45,40,0,0,39,82,72,62,12,12,0,83,76,3,0,25,5,9,46,34,21,50,21,19,15,20,78,17,145,56,0,40,20,16,0,48,42,44,41,49,41,21,69,35,76,0,0,
1,0,12,0,5,10,10,4,0,10,6,3,3,40,Patrick,Collier,8,6,10,77,0,0,0,3,0,0,0,0,40,0,77,0,33,10928,0,0,80,108,76,0,0,51,19,0,25,3,3,0,63,1,1,0,74,677,78,1,40,40,40,0,0,16,643,45,44,0,30,0,0,0,5,0,0,0,0,0,1,1,0,3,40,82,0,81,45,0,0,1,0,109,40,5,0,69,43,57,46,1,1,0,18,21,4,0,63,2,3,29,41,5,42,10,59,29,26,71,10,32,43,0,78,10,10,0,66,25,25,29,60,31,55,58,57,22,0,0,
